Time,TimeStamp, AccX, AccY, AccZ, GyrX, GyrY, GyrZ, MagX, MagY, MagZ, Roll, Pitch, Yaw, Qw, Qx, Qy, Qz
16-40-55.055,9551, 0.092, -0.957, 1.705, 395.81, -246.61, -114.23, -37.017, 3.767, -34.225, -8.01, -19.61, 40.06, 0.928, -0.006, -0.183, 0.326
16-40-55.059,9556, 0.049, -0.913, 1.729, 433.77, -279.21, -125.15, -37.017, 3.767, -34.225, -5.70, -21.04, 39.59, 0.927, 0.016, -0.188, 0.324
16-40-55.065,9561, 0.067, -1.003, 1.651, 459.65, -318.76, -137.79, -37.017, 3.767, -34.225, -3.22, -22.66, 39.00, 0.926, 0.040, -0.194, 0.322
16-40-55.069,9566, -0.003, -1.078, 1.524, 475.46, -358.49, -151.28, -37.017, 3.767, -34.225, -0.60, -24.45, 38.26, 0.924, 0.065, -0.202, 0.319
16-40-55.075,9571, -0.090, -1.079, 1.374, 501.64, -393.95, -167.08, -37.017, 3.767, -34.225, 2.26, -26.37, 37.33, 0.921, 0.091, -0.210, 0.316
16-40-55.079,9576, -0.133, -1.068, 1.158, 527.03, -426.18, -187.35, -37.017, 3.767, -34.225, 5.38, -28.40, 36.15, 0.917, 0.119, -0.219, 0.311
16-40-55.085,9581, 0.144, -1.008, 0.981, 533.75, -456.15, -211.21, -37.017, 3.767, -34.225, 8.72, -30.51, 34.67, 0.912, 0.148, -0.229, 0.306
16-40-55.089,9586, -0.707, -1.026, 0.783, 527.46, -475.31, -232.51, -37.017, 3.767, -34.225, 12.24, -32.58, 32.86, 0.907, 0.177, -0.239, 0.299
16-40-55.095,9591, -0.412, -1.001, 0.396, 525.81, -500.40, -249.97, -37.017, 3.767, -34.225, 15.99, -34.67, 30.72, 0.901, 0.206, -0.249, 0.290
16-40-55.099,9596, -0.243, -0.759, -0.002, 545.71, -542.02, -274.44, -37.017, 3.767, -34.225, 20.17, -36.82, 28.14, 0.893, 0.237, -0.261, 0.281
16-40-55.105,9601, -0.149, -0.735, -0.305, 571.28, -558.87, -295.50, -37.017, 3.767, -34.225, 24.84, -38.86, 25.10, 0.883, 0.269, -0.273, 0.270
16-40-55.109,9606, -0.092, -0.765, -0.522, 597.96, -545.56, -302.58, -37.017, 3.767, -34.225, 29.94, -40.63, 21.75, 0.873, 0.301, -0.284, 0.259
16-40-55.115,9611, -0.137, -0.765, -0.812, 624.14, -512.12, -307.28, -37.017, 3.767, -34.225, 35.40, -42.01, 18.20, 0.861, 0.334, -0.292, 0.248
16-40-55.119,9616, -0.065, -0.646, -0.929, 640.07, -464.33, -321.93, -37.017, 3.767, -34.225, 41.08, -42.89, 14.54, 0.848, 0.367, -0.298, 0.238
16-40-55.125,9621, -0.037, -0.484, -0.966, 640.44, -413.36, -340.61, -37.017, 3.767, -34.225, 46.81, -43.25, 10.87, 0.835, 0.400, -0.302, 0.227
16-40-55.129,9626, -0.042, -0.304, -0.937, 631.16, -363.31, -355.25, -37.017, 3.767, -34.225, 52.41, -43.12, 7.35, 0.822, 0.431, -0.303, 0.215
16-40-55.135,9631, -0.052, -0.148, -0.868, 619.32, -319.06, -362.40, -37.017, 3.767, -34.225, 57.77, -42.59, 4.09, 0.809, 0.461, -0.302, 0.204
16-40-55.139,9636, -0.060, -0.034, -0.799, 609.61, -284.46, -363.25, -37.017, 3.767, -34.225, 62.86, -41.74, 1.14, 0.795, 0.490, -0.299, 0.194
16-40-55.145,9641, -0.093, 0.089, -0.742, 603.63, -259.62, -361.11, -37.017, 3.767, -34.225, 67.68, -40.65, -1.51, 0.781, 0.518, -0.295, 0.183
16-40-55.149,9646, -0.047, 0.243, -0.699, 593.50, -242.65, -360.75, -37.017, 3.767, -34.225, 72.24, -39.37, -3.87, 0.767, 0.546, -0.291, 0.173
16-40-55.155,9651, 0.115, 0.312, -0.658, 572.08, -228.85, -365.81, -37.017, 3.767, -34.225, 76.49, -37.92, -5.98, 0.752, 0.571, -0.285, 0.162
16-40-55.158,9656, 0.144, 0.270, -0.607, 543.64, -211.76, -375.95, -37.017, 3.767, -34.225, 80.38, -36.29, -7.82, 0.738, 0.596, -0.279, 0.151
16-40-55.167,9661, 0.135, 0.274, -0.535, 530.21, -190.71, -389.68, -37.017, 3.767, -34.225, 83.99, -34.49, -9.36, 0.724, 0.619, -0.272, 0.140
16-40-55.169,9666, 0.018, 0.354, -0.468, 540.22, -175.63, -407.68, -37.017, 3.767, -34.225, 87.46, -32.50, -10.64, 0.709, 0.642, -0.263, 0.128
16-40-55.173,9671, -0.025, 0.400, -0.485, 539.30, -175.51, -434.48, -37.017, 3.767, -34.225, 90.79, -30.31, -11.75, 0.693, 0.665, -0.253, 0.116
16-40-55.179,9676, -0.086, 1.110, -0.619, 512.39, -184.11, -455.96, -37.017, 3.767, -34.225, 93.86, -27.95, -12.72, 0.678, 0.686, -0.242, 0.102
16-40-55.183,9681, 0.105, 1.425, -0.809, 464.35, -185.27, -427.52, -37.017, 3.767, -34.225, 96.59, -25.71, -13.55, 0.664, 0.705, -0.233, 0.088
16-40-55.189,9686, 0.151, 1.511, -0.970, 425.84, -169.95, -371.12, -37.017, 3.767, -34.225, 99.03, -23.73, -14.22, 0.650, 0.722, -0.225, 0.077
16-40-55.193,9691, 0.261, 1.515, -1.038, 418.57, -155.25, -343.60, -37.017, 3.767, -34.225, 101.35, -21.88, -14.73, 0.636, 0.738, -0.217, 0.066
16-40-55.199,9696, 0.427, 1.371, -0.917, 411.80, -113.31, -293.73, -37.017, 3.767, -34.225, 103.53, -20.32, -15.00, 0.622, 0.752, -0.209, 0.058
16-40-55.203,9701, 0.391, 0.906, -0.653, 384.94, -61.50, -247.41, -37.017, 3.767, -34.225, 105.49, -19.05, -14.99, 0.609, 0.765, -0.202, 0.053
16-40-55.209,9706, 0.241, 0.533, -0.422, 322.57, -12.42, -212.07, -37.017, 3.767, -34.225, 107.05, -18.02, -14.75, 0.598, 0.776, -0.194, 0.049
16-40-55.215,9711, 0.139, 0.302, -0.224, 261.17, 19.38, -197.66, -37.017, 3.767, -34.225, 108.26, -17.11, -14.35, 0.590, 0.784, -0.187, 0.047
16-40-55.219,9716, 0.027, 0.115, -0.122, 212.09, 23.95, -201.45, -37.017, 3.767, -34.225, 109.23, -16.19, -13.91, 0.583, 0.791, -0.179, 0.045
16-40-55.225,9721, -0.039, -0.015, -0.184, 161.56, 6.38, -216.46, -37.017, 3.767, -34.225, 110.02, -15.15, -13.52, 0.577, 0.798, -0.171, 0.040
16-40-55.229,9726, -0.097, -0.015, -0.326, 110.53, -18.10, -235.08, -37.017, 3.767, -34.225, 110.57, -13.99, -13.21, 0.573, 0.802, -0.163, 0.034
16-40-55.235,9731, -0.137, 0.005, -0.476, 65.55, -35.37, -250.15, -37.017, 3.767, -34.225, 110.91, -12.73, -12.94, 0.570, 0.806, -0.155, 0.027
16-40-55.239,9736, -0.220, 0.034, -0.568, 20.14, -38.79, -266.14, -37.017, 3.767, -34.225, 111.03, -11.38, -12.66, 0.569, 0.809, -0.146, 0.019
16-40-55.243,9741, -0.324, 0.071, -0.576, -30.77, -28.84, -295.75, -37.017, 3.767, -34.225, 110.87, -9.90, -12.27, 0.570, 0.810, -0.136, 0.010
16-40-55.249,9746, -0.504, 0.311, -0.498, -80.94, -12.48, -342.99, -37.017, 3.767, -34.225, 110.42, -8.20, -11.72, 0.572, 0.811, -0.124, 0.000
16-40-55.255,9751, -0.578, 0.755, -0.452, -118.23, -0.89, -401.15, -37.017, 3.767, -34.225, 109.75, -6.26, -11.03, 0.576, 0.810, -0.110, -0.011
16-40-55.259,9756, -0.653, 1.756, -0.476, -162.05, 1.74, -470.55, -37.017, 3.767, -34.225, 108.87, -4.01, -10.24, 0.582, 0.808, -0.093, -0.024
16-40-55.263,9761, -0.499, 2.302, -0.347, -214.36, 8.27, -506.74, -37.017, 3.767, -34.225, 107.74, -1.60, -9.41, 0.589, 0.804, -0.074, -0.037
16-40-55.269,9766, -0.200, 2.342, -0.173, -251.23, 26.40, -479.77, -37.017, 3.767, -34.225, 106.46, 0.66, -8.58, 0.597, 0.799, -0.056, -0.049
16-40-55.275,9771, -0.226, 2.314, 0.108, -314.21, 54.72, -430.51, -37.017, 3.767, -34.225, 104.88, 2.67, -7.73, 0.607, 0.792, -0.039, -0.060
16-40-55.279,9776, -0.263, 2.050, 0.476, -379.89, 83.40, -380.65, -37.017, 3.767, -34.225, 103.00, 4.42, -6.87, 0.619, 0.782, -0.023, -0.067
16-40-55.283,9781, -0.230, 1.550, 0.641, -428.84, 96.28, -333.77, -37.017, 3.767, -34.225, 100.88, 5.96, -6.05, 0.633, 0.771, -0.008, -0.074
16-40-55.289,9786, -0.227, 1.159, 0.650, -447.03, 85.60, -295.99, -37.017, 3.767, -34.225, 98.67, 7.35, -5.38, 0.647, 0.758, 0.006, -0.079
16-40-55.293,9791, -0.220, 0.990, 0.494, -447.39, 60.64, -278.96, -37.017, 3.767, -34.225, 96.45, 8.70, -4.90, 0.661, 0.745, 0.019, -0.085
16-40-55.299,9796, -0.240, 0.829, 0.263, -445.81, 31.71, -280.12, -37.017, 3.767, -34.225, 94.24, 10.09, -4.61, 0.675, 0.732, 0.030, -0.092
16-40-55.305,9801, -0.185, 0.660, 0.035, -449.04, 12.36, -285.31, -37.017, 3.767, -34.225, 92.01, 11.51, -4.47, 0.688, 0.718, 0.042, -0.099
16-40-55.309,9806, -0.181, 0.501, -0.114, -454.29, 10.10, -287.63, -37.017, 3.767, -34.225, 89.78, 12.96, -4.39, 0.700, 0.704, 0.053, -0.107
16-40-55.318,9811, -0.297, 0.216, -0.016, -460.09, 27.68, -289.28, -37.017, 3.767, -34.225, 87.51, 14.47, -4.29, 0.713, 0.689, 0.065, -0.114
16-40-55.320,9816, -0.357, 0.096, 0.167, -463.93, 53.74, -295.20, -37.017, 3.767, -34.225, 85.20, 16.02, -4.11, 0.725, 0.674, 0.078, -0.120
16-40-55.324,9821, -0.472, 0.230, 0.372, -460.45, 70.40, -311.80, -37.017, 3.767, -34.225, 82.91, 17.66, -3.93, 0.737, 0.658, 0.093, -0.127
16-40-55.330,9826, -0.620, 0.529, 0.535, -452.89, 72.60, -342.44, -37.017, 3.767, -34.225, 80.64, 19.44, -3.83, 0.747, 0.642, 0.107, -0.134
16-40-55.334,9831, -0.747, 0.962, 0.808, -445.26, 69.49, -379.30, -37.017, 3.767, -34.225, 78.37, 21.39, -3.84, 0.757, 0.625, 0.123, -0.143
16-40-55.340,9836, -0.689, 1.352, 1.031, -448.98, 67.17, -405.49, -37.017, 3.767, -34.225, 76.04, 23.44, -3.99, 0.767, 0.608, 0.139, -0.152
16-40-55.344,9841, -0.696, 1.281, 1.144, -491.95, 61.67, -410.00, -37.017, 3.767, -34.225, 73.43, 25.50, -4.27, 0.776, 0.589, 0.155, -0.161
16-40-55.350,9846, -0.660, 1.088, 1.291, -561.04, 52.88, -390.35, -37.017, 3.767, -34.225, 70.40, 27.43, -4.69, 0.788, 0.567, 0.171, -0.169
16-40-55.354,9851, -0.603, 1.185, 1.353, -607.73, 39.21, -362.76, -37.017, 3.767, -34.225, 67.07, 29.18, -5.25, 0.799, 0.544, 0.185, -0.176
16-40-55.360,9856, -0.641, 0.752, 1.494, -644.90, 17.18, -338.84, -37.017, 3.767, -34.225, 63.42, 30.75, -6.00, 0.812, 0.518, 0.199, -0.182
16-40-55.364,9861, -1.094, -0.231, 1.542, -631.72, -2.29, -311.49, -37.017, 3.767, -34.225, 59.72, 32.14, -6.92, 0.823, 0.492, 0.211, -0.188
16-40-55.370,9866, -0.565, 0.602, 1.633, -576.24, -17.73, -293.85, -37.017, 3.767, -34.225, 56.23, 33.32, -7.97, 0.834, 0.468, 0.221, -0.194
16-40-55.374,9871, -0.914, 0.214, 1.556, -559.45, -42.09, -317.05, -37.017, 3.767, -34.225, 52.64, 34.50, -9.33, 0.843, 0.444, 0.230, -0.201
16-40-55.380,9876, -1.233, -0.093, 1.543, -641.24, -81.09, -395.42, -37.017, 3.767, -34.225, 48.26, 35.78, -11.29, 0.852, 0.415, 0.241, -0.210
16-40-55.384,9881, -0.825, 0.543, 1.494, -614.99, -112.22, -433.20, -37.017, 3.767, -34.225, 43.74, 36.94, -13.68, 0.860, 0.386, 0.250, -0.222
16-40-55.390,9886, -0.936, 0.450, 1.268, -585.03, -131.62, -465.67, -37.017, 3.767, -34.225, 39.11, 37.99, -16.45, 0.866, 0.357, 0.258, -0.235
16-40-55.394,9891, -1.343, -0.003, 1.292, -662.91, -143.34, -527.19, -37.017, 3.767, -34.225, 33.72, 39.00, -19.73, 0.872, 0.324, 0.268, -0.250
16-40-55.400,9896, -0.818, 1.064, 1.389, -605.66, -143.28, -527.92, -37.017, 3.767, -34.225, 28.55, 39.72, -23.12, 0.876, 0.293, 0.276, -0.265
16-40-55.404,9901, -0.996, 0.375, 1.155, -559.51, -143.89, -513.89, -37.017, 3.767, -34.225, 23.55, 40.21, -26.55, 0.879, 0.264, 0.283, -0.279
16-40-55.410,9906, -0.655, 1.114, 1.172, -593.02, -152.86, -509.12, -37.017, 3.767, -34.225, 18.38, 40.38, -29.99, 0.881, 0.233, 0.290, -0.293
16-40-55.414,9911, -0.643, 1.159, 0.910, -560.31, -165.74, -485.56, -37.017, 3.767, -34.225, 13.47, 40.23, -33.31, 0.882, 0.203, 0.296, -0.306
16-40-55.420,9916, -0.697, 0.653, 0.854, -584.48, -166.72, -444.37, -37.017, 3.767, -34.225, 8.63, 39.83, -36.33, 0.883, 0.173, 0.301, -0.317
16-40-55.424,9921, -0.735, 0.279, 0.881, -552.31, -154.21, -384.25, -37.017, 3.767, -34.225, 4.24, 39.28, -38.91, 0.883, 0.145, 0.305, -0.325
16-40-55.430,9926, -0.699, -0.101, 0.897, -501.53, -137.61, -347.69, -37.017, 3.767, -34.225, 0.29, 38.66, -41.19, 0.883, 0.119, 0.309, -0.333
16-40-55.434,9931, -0.712, -0.086, 0.957, -475.22, -123.02, -344.57, -37.017, 3.767, -34.225, -3.43, 38.00, -43.36, 0.882, 0.094, 0.313, -0.340
16-40-55.440,9936, -0.784, -0.248, 1.054, -455.75, -109.35, -356.48, -37.017, 3.767, -34.225, -7.05, 37.29, -45.55, 0.880, 0.070, 0.317, -0.348
16-40-55.444,9941, -0.880, -0.387, 1.128, -432.68, -94.94, -360.63, -37.017, 3.767, -34.225, -10.52, 36.55, -47.69, 0.876, 0.047, 0.321, -0.356
16-40-55.450,9946, -0.620, 0.373, 1.352, -391.06, -83.77, -359.95, -37.017, 3.767, -34.225, -13.64, 35.75, -49.73, 0.873, 0.026, 0.324, -0.364
16-40-55.454,9951, -0.705, 0.215, 1.422, -403.63, -88.35, -385.35, -37.017, 3.767, -34.225, -16.85, 34.80, -51.84, 0.868, 0.004, 0.327, -0.373
16-40-55.459,9956, -0.755, 0.421, 1.439, -415.84, -106.54, -392.61, -37.017, 3.767, -34.225, -20.03, 33.67, -53.86, 0.863, -0.019, 0.330, -0.382
16-40-55.463,9961, -0.665, 0.274, 1.367, -399.54, -125.70, -362.46, -37.017, 3.767, -34.225, -22.92, 32.42, -55.57, 0.858, -0.041, 0.331, -0.390
16-40-55.469,9966, -0.619, -0.063, 1.280, -382.45, -139.62, -323.33, -37.017, 3.767, -34.225, -25.53, 31.12, -56.95, 0.854, -0.062, 0.331, -0.396
16-40-55.473,9971, -0.580, -0.203, 1.295, -366.58, -147.25, -294.95, -37.017, 3.767, -34.225, -27.91, 29.79, -58.07, 0.850, -0.083, 0.331, -0.401
16-40-55.479,9976, -0.653, -0.250, 1.407, -349.25, -147.19, -280.61, -37.017, 3.767, -34.225, -30.11, 28.46, -59.05, 0.846, -0.102, 0.331, -0.406
16-40-55.483,9981, -0.665, -0.311, 1.573, -330.57, -141.21, -274.69, -37.017, 3.767, -34.225, -32.16, 27.14, -59.95, 0.842, -0.121, 0.330, -0.410
16-40-55.489,9986, -0.679, -0.319, 1.783, -318.24, -139.38, -269.81, -37.017, 3.767, -34.225, -34.08, 25.81, -60.77, 0.837, -0.138, 0.329, -0.415
16-40-55.493,9991, -0.684, -0.274, 1.952, -309.03, -147.31, -269.50, -37.017, 3.767, -34.225, -35.90, 24.43, -61.51, 0.832, -0.156, 0.327, -0.419
16-40-55.499,9996, -0.749, -0.224, 2.024, -302.43, -166.96, -273.77, -37.017, 3.767, -34.225, -37.63, 22.95, -62.14, 0.828, -0.174, 0.324, -0.424
16-40-55.503,10001, -0.754, -0.173, 2.002, -303.47, -196.63, -276.34, -37.017, 3.767, -34.225, -39.29, 21.32, -62.63, 0.823, -0.192, 0.321, -0.428
16-40-55.509,10006, -0.775, -0.076, 1.871, -311.10, -231.17, -273.53, -37.017, 3.767, -34.225, -40.90, 19.57, -62.93, 0.819, -0.211, 0.316, -0.431
16-40-55.513,10011, -0.725, 0.017, 1.701, -321.48, -265.60, -268.16, -37.017, 3.767, -34.225, -42.49, 17.70, -63.04, 0.814, -0.230, 0.309, -0.434
16-40-55.519,10016, -0.607, 0.097, 1.549, -328.43, -296.24, -261.26, -37.017, 3.767, -34.225, -44.05, 15.74, -62.95, 0.810, -0.251, 0.302, -0.436
16-40-55.523,10021, -0.568, 0.170, 1.466, -324.16, -318.33, -249.54, -37.017, 3.767, -34.225, -45.54, 13.75, -62.69, 0.806, -0.271, 0.294, -0.437
16-40-55.529,10026, -0.591, 0.219, 1.475, -309.94, -331.45, -231.17, -37.017, 3.767, -34.225, -46.93, 11.79, -62.27, 0.802, -0.290, 0.285, -0.437
16-40-55.533,10031, -0.554, 0.275, 1.518, -294.68, -341.10, -208.77, -37.017, 3.767, -34.225, -48.22, 9.89, -61.69, 0.799, -0.309, 0.276, -0.436
16-40-55.539,10036, -0.598, 0.368, 1.554, -280.16, -354.22, -184.66, -37.017, 3.767, -34.225, -49.43, 8.06, -60.94, 0.796, -0.327, 0.267, -0.434
16-40-55.543,10041, -0.767, 0.468, 1.505, -267.70, -374.36, -158.48, -37.017, 3.767, -34.225, -50.58, 6.29, -60.00, 0.794, -0.345, 0.256, -0.431
16-40-55.549,10046, -0.642, 0.557, 1.438, -257.88, -402.32, -134.37, -37.017, 3.767, -34.225, -51.68, 4.53, -58.85, 0.792, -0.362, 0.245, -0.427
16-40-55.553,10051, -0.638, 0.547, 1.272, -243.90, -432.04, -113.74, -37.017, 3.767, -34.225, -52.74, 2.80, -57.48, 0.791, -0.379, 0.233, -0.421
16-40-55.559,10056, -0.667, 0.741, 1.013, -237.37, -463.53, -83.95, -37.017, 3.767, -34.225, -53.79, 1.12, -55.87, 0.790, -0.396, 0.220, -0.414
16-40-55.563,10061, -0.615, 0.787, 0.799, -230.23, -494.17, -38.42, -37.017, 3.767, -34.225, -54.85, -0.43, -53.97, 0.790, -0.412, 0.206, -0.404
16-40-55.569,10066, -0.542, 0.888, 0.568, -199.35, -518.65, 12.48, -37.017, 3.767, -34.225, -55.82, -1.82, -51.81, 0.792, -0.427, 0.192, -0.393
16-40-55.575,10071, -0.510, 0.916, 0.426, -146.92, -525.79, 64.67, -37.017, 3.767, -34.225, -56.59, -2.97, -49.44, 0.794, -0.440, 0.177, -0.379
16-40-55.579,10076, -0.512, 0.844, 0.369, -86.49, -512.24, 121.37, -37.017, 3.767, -34.225, -57.10, -3.82, -46.97, 0.799, -0.450, 0.163, -0.364
16-40-55.585,10081, -0.545, 0.815, 0.438, -13.43, -485.08, 190.16, -37.017, 3.767, -34.225, -57.28, -4.29, -44.41, 0.805, -0.456, 0.151, -0.348
16-40-55.589,10086, -0.697, 0.546, 0.577, 67.07, -452.61, 271.15, -37.017, 3.767, -34.225, -57.08, -4.32, -41.77, 0.814, -0.458, 0.139, -0.330
16-40-55.595,10091, -0.848, 0.271, 0.708, 134.46, -422.64, 352.39, -37.017, 3.767, -34.225, -56.55, -3.93, -39.04, 0.824, -0.456, 0.130, -0.309
16-40-55.599,10096, -0.910, -0.037, 0.835, 187.31, -399.81, 423.31, -37.017, 3.767, -34.225, -55.74, -3.22, -36.19, 0.836, -0.452, 0.122, -0.287
16-40-55.605,10101, -0.909, -0.285, 0.936, 227.29, -386.87, 481.05, -37.017, 3.767, -34.225, -54.71, -2.28, -33.23, 0.848, -0.445, 0.114, -0.263
16-40-55.609,10106, -1.024, -0.304, 1.032, 247.74, -378.88, 530.61, -37.017, 3.767, -34.225, -53.53, -1.18, -30.14, 0.861, -0.437, 0.108, -0.237
16-40-55.615,10111, -1.170, -0.771, 1.115, 243.59, -372.96, 573.52, -37.017, 3.767, -34.225, -52.32, 0.04, -26.92, 0.873, -0.429, 0.103, -0.209
16-40-55.619,10116, -1.239, -0.794, 1.276, 248.90, -378.69, 588.53, -37.017, 3.767, -34.225, -51.02, 1.23, -23.61, 0.884, -0.420, 0.098, -0.180
16-40-55.625,10121, -1.245, -0.826, 1.329, 276.55, -397.13, 586.40, -37.017, 3.767, -34.225, -49.51, 2.27, -20.21, 0.895, -0.409, 0.091, -0.151
16-40-55.629,10126, -1.245, -0.969, 1.366, 293.64, -418.43, 584.87, -37.017, 3.767, -34.225, -47.87, 3.14, -16.70, 0.906, -0.398, 0.084, -0.122
16-40-55.635,10131, -1.404, -1.009, 1.381, 313.04, -439.73, 591.03, -37.017, 3.767, -34.225, -46.07, 3.85, -13.07, 0.915, -0.385, 0.075, -0.092
16-40-55.639,10136, -1.417, -0.979, 1.329, 355.10, -462.25, 606.17, -37.017, 3.767, -34.225, -44.01, 4.42, -9.29, 0.925, -0.370, 0.066, -0.061
16-40-55.645,10141, -1.463, -0.931, 1.262, 401.42, -481.11, 627.66, -37.017, 3.767, -34.225, -41.68, 4.84, -5.34, 0.933, -0.353, 0.056, -0.028
16-40-55.649,10146, -1.818, -0.963, 1.281, 423.34, -487.28, 649.45, -37.017, 3.767, -34.225, -39.21, 5.16, -1.27, 0.941, -0.335, 0.046, 0.005
16-40-55.655,10151, -1.856, -0.966, 1.311, 409.91, -480.75, 665.13, -37.017, 3.767, -34.225, -36.78, 5.37, 2.85, 0.947, -0.316, 0.037, 0.038
16-40-55.662,10156, -1.925, -1.006, 1.359, 369.56, -474.40, 667.51, -37.017, 3.767, -34.225, -34.55, 5.45, 6.96, 0.951, -0.299, 0.027, 0.072
16-40-55.664,10161, -1.882, -1.198, 1.317, 323.42, -480.14, 657.75, -37.017, 3.767, -34.225, -32.56, 5.33, 11.04, 0.953, -0.283, 0.017, 0.105
16-40-55.670,10166, -1.877, -1.414, 1.229, 290.10, -497.16, 646.70, -37.017, 3.767, -34.225, -30.76, 4.97, 15.12, 0.953, -0.268, 0.007, 0.138
16-40-55.674,10171, -1.786, -1.681, 1.090, 271.24, -519.56, 642.55, -37.017, 3.767, -34.225, -29.11, 4.38, 19.21, 0.952, -0.254, -0.005, 0.171
16-40-55.680,10176, -1.752, -1.983, 0.918, 256.77, -540.93, 642.91, -37.017, 3.767, -34.225, -27.58, 3.57, 23.33, 0.949, -0.239, -0.019, 0.204
16-40-55.684,10181, -1.448, -2.417, 0.563, 245.11, -550.45, 633.45, -37.017, 3.767, -34.225, -26.20, 2.59, 27.40, 0.945, -0.225, -0.032, 0.236
16-40-55.690,10186, -1.437, -2.585, 0.360, 237.54, -546.36, 606.05, -37.017, 3.767, -34.225, -24.94, 1.48, 31.31, 0.939, -0.211, -0.046, 0.266
16-40-55.694,10191, -1.144, -2.696, 0.160, 233.15, -531.34, 560.03, -37.017, 3.767, -34.225, -23.80, 0.25, 34.96, 0.933, -0.197, -0.060, 0.294
16-40-55.700,10196, -0.849, -2.785, -0.068, 213.07, -502.47, 493.62, -37.017, 3.767, -34.225, -22.84, -1.06, 38.22, 0.927, -0.184, -0.073, 0.319
16-40-55.704,10201, -0.659, -2.733, -0.249, 173.52, -456.45, 412.75, -37.017, 3.767, -34.225, -22.14, -2.36, 41.00, 0.920, -0.173, -0.086, 0.340
16-40-55.710,10206, -0.533, -2.470, -0.185, 162.65, -389.38, 328.40, -37.017, 3.767, -34.225, -21.53, -3.54, 43.26, 0.915, -0.162, -0.097, 0.357
16-40-55.714,10211, -0.387, -2.284, 0.038, 181.21, -312.35, 252.59, -37.017, 3.767, -34.225, -20.83, -4.52, 45.01, 0.911, -0.152, -0.105, 0.370
16-40-55.720,10216, -0.243, -1.970, 0.353, 184.38, -238.50, 184.48, -37.017, 3.767, -34.225, -20.09, -5.30, 46.30, 0.908, -0.142, -0.110, 0.379
16-40-55.724,10221, -0.133, -1.472, 0.694, 181.76, -178.50, 121.49, -37.017, 3.767, -34.225, -19.34, -5.92, 47.19, 0.906, -0.133, -0.114, 0.386
16-40-55.730,10226, -0.173, -1.045, 0.962, 186.15, -132.72, 71.01, -37.017, 3.767, -34.225, -18.51, -6.41, 47.75, 0.905, -0.124, -0.115, 0.391
16-40-55.734,10231, -0.253, -0.811, 1.258, 181.88, -99.76, 38.24, -37.017, 3.767, -34.225, -17.66, -6.80, 48.09, 0.905, -0.116, -0.116, 0.394
16-40-55.740,10236, -0.372, -0.762, 1.484, 168.57, -92.68, 19.87, -37.017, 3.767, -34.225, -16.86, -7.19, 48.32, 0.905, -0.108, -0.116, 0.396
16-40-55.744,10241, -0.227, -0.702, 1.627, 170.77, -115.33, 11.57, -37.017, 3.767, -34.225, -16.05, -7.70, 48.55, 0.904, -0.100, -0.118, 0.398
16-40-55.750,10246, -0.177, -0.566, 1.659, 188.23, -160.31, 6.68, -37.017, 3.767, -34.225, -15.15, -8.44, 48.80, 0.904, -0.090, -0.121, 0.400
16-40-55.753,10251, -0.201, -0.693, 1.573, 184.38, -213.66, 1.62, -37.017, 3.767, -34.225, -14.29, -9.45, 49.08, 0.904, -0.079, -0.126, 0.401
16-40-55.759,10256, -0.127, -0.811, 1.421, 166.19, -260.96, -0.27, -37.017, 3.767, -34.225, -13.54, -10.69, 49.40, 0.903, -0.068, -0.133, 0.403
16-40-55.763,10261, -0.040, -0.902, 1.290, 169.98, -295.02, -1.01, -37.017, 3.767, -34.225, -12.79, -12.11, 49.75, 0.902, -0.056, -0.142, 0.405
16-40-55.769,10266, 0.014, -0.968, 1.167, 184.08, -315.77, -5.83, -37.017, 3.767, -34.225, -11.98, -13.64, 50.08, 0.900, -0.044, -0.151, 0.407
16-40-55.773,10271, 0.039, -1.165, 1.065, 178.16, -323.89, -16.02, -37.017, 3.767, -34.225, -11.21, -15.22, 50.34, 0.898, -0.032, -0.160, 0.408
16-40-55.779,10276, 0.065, -1.204, 1.030, 166.19, -321.81, -33.54, -37.017, 3.767, -34.225, -10.48, -16.82, 50.51, 0.897, -0.020, -0.170, 0.408
16-40-55.783,10281, 0.098, -1.088, 0.986, 173.76, -316.07, -57.46, -37.017, 3.767, -34.225, -9.67, -18.41, 50.52, 0.895, -0.007, -0.180, 0.408
16-40-55.789,10286, 0.111, -1.002, 0.950, 175.23, -311.07, -83.89, -37.017, 3.767, -34.225, -8.79, -19.99, 50.36, 0.894, 0.005, -0.189, 0.406
16-40-55.793,10291, 0.144, -0.784, 0.971, 169.67, -306.06, -110.56, -37.017, 3.767, -34.225, -7.87, -21.57, 50.03, 0.894, 0.018, -0.198, 0.403
16-40-55.799,10296, 0.182, -0.547, 1.018, 173.34, -301.06, -132.72, -37.017, 3.767, -34.225, -6.85, -23.13, 49.54, 0.893, 0.031, -0.206, 0.399
16-40-55.803,10301, 0.195, -0.484, 1.059, 174.98, -297.33, -145.23, -37.017, 3.767, -34.225, -5.76, -24.66, 48.94, 0.892, 0.044, -0.214, 0.394
16-40-55.809,10306, 0.176, -0.507, 1.109, 176.57, -297.82, -148.47, -37.017, 3.767, -34.225, -4.62, -26.19, 48.29, 0.892, 0.057, -0.223, 0.390
