Time,ID,AccX(G), AccY, AccZ,GyrX(dps), GyrY, GyrZ,MagX(uT), MagY, MagZ,Roll(deg), Pitch, Yaw,Pressure
13-56-08.380,1,-8.011,0.783,0.991,-4.1,-2.8,46.3,36.2,-29.9,-27.2,-15.13,-3.22,-3.8,0
13-56-08.385,1,-6.591,0.866,1.109,-1.8,0.7,86.7,36.2,-29.9,-27.2,-15.08,-2.43,-3.5,0
13-56-08.389,1,-4.59,-0.279,1.067,1.4,1.6,174.4,35.8,-30.3,-26.7,-15.11,-2.23,-2.7,0
13-56-08.395,1,-2.61,-0.581,1.23,5.4,0.1,291,35.8,-30.3,-26.7,-15.03,-1.2,-1.5,0
13-56-08.400,1,-0.663,-1.096,1.099,8.7,-1.9,378.5,34,-32.9,-25.7,-15.02,-0.75,0.2,0
13-56-08.406,1,1.221,-1.054,1.461,9.5,-1.5,400.3,34,-32.9,-25.7,-14.95,0.41,2.1,0
13-56-08.410,1,0.937,-0.959,0.73,11.3,0.1,369.6,29.2,-36.1,-24.6,-14.87,0.9,3.9,0
13-56-08.415,1,1.513,-0.81,0.93,9.3,-1.9,330.2,29.2,-36.1,-24.6,-15.13,1.39,5.6,0
13-56-08.419,1,2.564,-0.995,0.995,6.4,-6.2,306.4,23.5,-37.7,-24.4,-15.06,1.77,7.1,0
13-56-08.425,1,4.746,-0.22,0.663,7.8,-6.5,293,23.5,-37.7,-24.4,-15.23,1.68,8.5,0
13-56-08.430,1,5.962,-0.926,1.358,10.9,-5.2,276.6,18.7,-36.5,-24.8,-15.13,2.02,9.9,0
13-56-08.435,1,7.385,-1.297,0.438,6.3,-1,246,18.7,-36.5,-24.8,-15.16,1.68,11.1,0
13-56-08.441,1,8.134,-2.059,1.065,3.4,0,204.2,14.5,-35.4,-26,-15.1,1.96,12.1,0
13-56-08.445,1,7.878,-2.924,0.786,3.2,-1.9,151.6,14.5,-35.4,-26,-15.18,1.5,12.9,0
13-56-08.449,1,0.563,0.056,1.06,3.8,-1.3,74.2,12.9,-34.3,-26.9,-15.15,1.62,13.4,0
13-56-08.455,1,3.169,0.387,1.045,3.5,0.2,6.3,12.9,-34.3,-26.9,-15.29,0.99,13.5,0
13-56-08.460,1,5.203,-0.775,0.816,1.1,-2.1,-8.5,12.6,-34,-26.5,-15.28,0.97,13.4,0
13-56-08.465,1,5.725,-1.25,0.729,-1.2,-6.1,23.9,12.6,-34,-26.5,-15.1,0.41,13.5,0
13-56-08.470,1,5.386,-2.104,1.262,0.4,-4.8,65.2,12.3,-34,-26.3,-15.09,0.46,13.8,0
13-56-08.475,1,5.365,-2.04,1.164,1.3,0,31.6,12.3,-34,-26.3,-15.17,-0.17,14,0
13-56-08.480,1,5.218,-1.614,0.49,-1.7,3.7,-72.7,12.3,-34.8,-26.2,-15.17,-0.21,13.8,0
13-56-08.486,1,3.463,-1.388,1.065,-5.2,4.8,-184.3,12.3,-34.8,-26.2,-15.37,-1.05,13,0
13-56-08.490,1,2.209,-1.211,0.775,-8,6.3,-275.1,12.8,-36.2,-25.9,-15.39,-1.35,11.8,0
13-56-08.495,1,-0.041,-0.741,0.675,-7.2,7.8,-341.1,12.8,-36.2,-25.9,-15.55,-2.39,10.2,0
13-56-08.500,1,-2.104,0.069,1.352,-6.3,9.2,-374.6,15.5,-37.6,-25.3,-15.5,-2.84,8.4,0
13-56-08.505,1,-2.235,-0.853,0.969,-8.5,5.7,-375.7,15.5,-37.6,-25.3,-15.7,-3.77,6.6,0
13-56-08.510,1,-3.416,-0.276,1.118,-10.7,1,-372.1,20.6,-38.2,-24.8,-15.63,-4.26,4.8,0
13-56-08.516,1,-4.591,0.031,1.201,-9.6,0.2,-362.1,20.6,-38.2,-24.8,-15.65,-4.18,3.1,0
13-56-08.520,1,-6.035,0.654,1.116,-7.5,0.3,-337.3,25.7,-37.2,-25,-15.56,-4.64,1.4,0
13-56-08.525,1,-6.615,0.737,1.104,-5.8,0.2,-290.4,25.7,-37.2,-25,-15.48,-4.36,0,0
13-56-08.531,1,-7.309,0.933,1.103,-4.2,0.6,-222.8,30.5,-34.3,-25.5,-15.41,-4.68,-1.1,0
13-56-08.536,1,-7.099,1.015,1.133,-3.1,0.8,-143.9,30.5,-34.3,-25.5,-15.27,-4.2,-1.9,0
13-56-08.540,1,-0.418,-0.229,1.007,-2.2,0.4,-63.4,34,-32.3,-26.2,-15.25,-4.31,-2.3,0
13-56-08.546,1,-5.289,-0.177,1.011,-1.8,-1.3,-2.2,34,-32.3,-26.2,-15.15,-3.65,-2.4,0
13-56-08.550,1,-7.051,0.258,0.886,-0.8,-3.1,32.2,34.4,-32.1,-26.6,-15.16,-3.63,-2.3,0
13-56-08.555,1,-7.208,0.884,1.034,-2,-3.4,60.3,34.4,-32.1,-26.6,-15.14,-2.95,-2,0
13-56-08.560,1,-6.555,1.126,0.973,-2.3,-2,83.4,34.2,-32.3,-26.3,-15.18,-2.86,-1.7,0
13-56-08.566,1,-4.832,0.265,1.069,0.5,0.7,140.3,34.2,-32.3,-26.3,-15.12,-1.99,-1.1,0
13-56-08.571,1,-2.445,-0.376,1.1,4.3,1.8,232.2,32.7,-33.2,-26.1,-15.13,-1.71,-0.1,0
13-56-08.574,1,-1.593,-0.641,0.72,7.1,-0.9,301.8,32.7,-33.2,-26.1,-15.01,-0.65,1.2,0
13-56-08.581,1,-0.932,-1.05,1.033,8.3,-1.3,322.1,29.9,-35.5,-25.4,-14.98,-0.24,2.8,0
13-56-08.586,1,-1.018,-0.696,0.505,8.9,-0.1,306.1,29.9,-35.5,-25.4,-14.95,0.79,4.3,0
13-56-08.591,1,-0.616,-0.482,1.074,6.3,-2.9,284.1,24.5,-37.1,-25,-14.89,1.15,5.7,0
13-56-08.595,1,0.052,-0.694,1.309,4.9,-5.5,275.7,24.5,-37.1,-25,-15.11,1.74,7,0
13-56-08.601,1,0.842,0.69,-1.346,7.9,-5,284.3,21.4,-36.9,-25,-15.03,2.08,8.4,0
13-56-08.605,1,3.095,-1.264,1.701,10.7,-4.4,290.8,21.4,-36.9,-25,-15.02,2.67,9.8,0
13-56-08.611,1,4.581,-1.453,1.764,5.5,-0.4,287.5,17.2,-35.5,-26,-14.92,3.03,11.2,0
13-56-08.616,1,6.629,-1.244,1.448,6.8,-3.8,275.5,17.2,-35.5,-26,-14.99,2.78,12.5,0
13-56-08.620,1,8.019,-1.583,0.814,8.2,-7.4,246.3,14.2,-33.3,-27.4,-14.88,3.08,13.8,0
13-56-08.625,1,8.136,-2.376,1.4,5.4,-0.7,198.9,14.2,-33.3,-27.4,-14.94,2.65,14.8,0
13-56-08.630,1,-0.268,0.16,1.131,0.7,7.6,137.4,12,-32.3,-27.9,-14.89,2.88,15.5,0
13-56-08.635,1,1.37,0.007,1.168,1,5.2,58.3,12,-32.3,-27.9,-15.01,2.33,15.9,0
13-56-08.641,1,4.107,-0.539,0.907,1.7,-1.3,0,10.8,-31.7,-28.3,-15,2.35,16,0
13-56-08.645,1,5.336,-1.243,1.001,0,-9,2.7,10.8,-31.7,-28.3,-15.06,1.68,16,0
13-56-08.651,1,6.829,-1.757,0.035,2.4,-12.1,47.3,10.4,-31.8,-28.2,-15.05,1.67,16.1,0
13-56-08.655,1,6.291,-1.773,0.036,5.6,-8.1,50.6,10.4,-31.8,-28.2,-15.09,1.03,16.4,0
13-56-08.660,1,5.176,-1.667,1.717,1.1,-0.4,-21.1,10.3,-32.4,-27.8,-15.07,1.02,16.4,0
13-56-08.664,1,4,-1.424,1.428,-4.2,5.9,-125.6,10.3,-32.4,-27.8,-15.25,0.23,15.9,0
13-56-08.670,1,2.887,-1.27,1.046,-7.5,9.8,-229.6,10.4,-33.4,-27.5,-15.29,0,14.9,0
13-56-08.675,1,1.417,-0.934,0.858,-7.5,6.7,-309.6,10.4,-33.4,-27.5,-15.46,-1.01,13.5,0
13-56-08.680,1,0.008,-0.909,1.046,-6.6,2.4,-352.9,12,-35,-26.8,-15.46,-1.45,11.9,0
13-56-08.685,1,-1.442,-0.46,1.098,-5.6,3.2,-367.4,12,-35,-26.8,-15.63,-2.51,10.1,0
13-56-08.693,1,-2.789,0.064,1.237,-5.5,6.1,-358.9,16.1,-36.6,-25.5,-15.58,-2.97,8.3,0
13-56-08.695,1,-2.324,-0.567,0.996,-7.9,5,-338.8,16.1,-36.6,-25.5,-15.77,-3.24,6.7,0
13-56-08.701,1,-3.448,-0.173,1.024,-9.9,0.6,-320.2,20.1,-37.1,-25,-15.72,-3.67,5.1,0
13-56-08.705,1,-4.318,0.227,1.119,-7.9,0.2,-307.5,20.1,-37.1,-25,-15.7,-3.48,3.6,0
13-56-08.710,1,-5.415,0.55,1.124,-5.6,0.3,-287.6,24.9,-36.6,-25.3,-15.64,-3.87,2.2,0
13-56-08.716,1,-6.026,0.618,1.163,-4.4,-0.7,-251.3,24.9,-36.6,-25.3,-15.55,-3.53,0.9,0
13-56-08.720,1,-6.761,0.803,1.145,-3.3,-1.1,-199.2,29.3,-34.7,-25.4,-15.5,-3.82,0,0
13-56-08.725,1,-6.772,0.874,1.098,-2.9,-0.3,-135.8,29.3,-34.7,-25.4,-15.38,-3.33,-0.7,0
13-56-08.730,1,0.206,-0.152,1.058,-2.5,-0.2,-65,32.1,-32.9,-26.5,-15.37,-3.44,-1.1,0
13-56-08.735,1,-4.902,-0.181,1.024,-2.7,-0.6,-6.9,32.1,-32.9,-26.5,-15.27,-2.78,-1.2,0
13-56-08.740,1,-7.213,-0.002,1.001,-4,-0.3,24.4,32.9,-32.3,-26.6,-15.29,-2.76,-1.1,0
13-56-08.745,1,-7.385,1.176,0.919,-4.5,-0.6,45.9,32.9,-32.3,-26.6,-15.24,-2.06,-0.9,0
13-56-08.751,1,-6.868,1.333,1.188,-2.7,-0.8,70.4,33.5,-32.3,-26.4,-15.27,-1.98,-0.6,0
13-56-08.755,1,-5.746,0.746,1.077,0,1.1,126.1,33.5,-32.3,-26.4,-15.22,-1.16,-0.1,0
13-56-08.760,1,-3.258,-0.213,1.093,2.9,1.8,219.5,31.9,-33.4,-26,-15.22,-0.89,0.7,0
13-56-08.766,1,-1.285,-0.334,1.233,6,1.3,308.3,31.9,-33.4,-26,-15.05,0.17,2.1,0
13-56-08.771,1,-1.164,-0.414,0.793,8.4,0.4,349.4,29,-34.8,-25.5,-15,0.62,3.8,0
13-56-08.775,1,-0.513,-0.516,1.157,7.9,-2.3,348,29,-34.8,-25.5,-14.88,1.72,5.5,0
13-56-08.780,1,0.496,-0.872,1.198,6.5,-5,330.6,24,-36.5,-25,-14.79,2.13,7.1,0
13-56-08.786,1,1.918,0.271,-0.589,8.1,-4.2,321.3,24,-36.5,-25,-14.82,2.87,8.7,0
13-56-08.790,1,3.091,-0.689,0.256,12.2,-3.3,318.1,18,-36.1,-25.9,-14.67,3.26,10.2,0
13-56-08.795,1,5.95,-1.652,1.669,8.7,-1.3,306.6,18,-36.1,-25.9,-14.74,3.11,11.7,0
13-56-08.800,1,6.765,-1.583,0.242,8,-4.2,281.2,15.8,-35.2,-26.1,-14.62,3.46,13.1,0
13-56-08.805,1,8.132,-2.177,0.959,8.8,-6.6,240.7,15.8,-35.2,-26.1,-14.64,3.12,14.3,0
13-56-08.810,1,8.122,-3.528,0.698,6.4,-3,185.1,12.8,-33.2,-27,-14.55,3.35,15.3,0
13-56-08.816,1,-0.223,0.463,1.155,3.7,1.5,109.5,12.8,-33.2,-27,-14.64,2.82,15.9,0
13-56-08.821,1,3.336,0.363,1.211,2.6,3.1,24.8,11.1,-32.6,-27.6,-14.61,2.9,16.1,0
13-56-08.825,1,4.624,-0.75,0.633,1.9,-5,-17.6,11.1,-32.6,-27.6,-14.83,2.21,16.1,0
13-56-08.831,1,5.262,-1.508,0.464,-0.6,-11.4,-1.8,11.3,-32.4,-27.8,-14.83,2.15,16,0
13-56-08.836,1,5.285,-1.664,1.179,0.9,-9.1,49.9,11.3,-32.4,-27.8,-14.79,1.47,16.2,0
13-56-08.840,1,5.761,-2.422,0.68,3.2,-5.4,48.7,10.4,-32.3,-27.9,-14.77,1.51,16.5,0
13-56-08.846,1,4.766,-2.067,1.312,-0.9,3.6,-32.2,10.4,-32.3,-27.9,-14.93,0.85,16.5,0
13-56-08.850,1,3.741,-1.686,1.291,-7.5,13.7,-146.6,10,-33.2,-27.4,-14.96,0.76,15.9,0
13-56-08.856,1,2.224,-1.193,1.08,-8.6,10.9,-251,10,-33.2,-27.4,-15.23,-0.1,14.8,0
13-56-08.860,1,1.474,-1.185,1.136,-7,4.1,-318,11.3,-35.2,-26.6,-15.26,-0.47,13.3,0
13-56-08.865,1,0.051,-0.732,0.848,-5.7,2.4,-354.4,11.3,-35.2,-26.6,-15.46,-1.55,11.6,0
13-56-08.871,1,-1.335,-0.651,0.79,-4.7,5.3,-367.4,14.3,-36.4,-25.7,-15.43,-2.02,9.9,0
13-56-08.875,1,-1.527,-0.896,1.065,-5.4,7.7,-359.2,14.3,-36.4,-25.7,-15.66,-2.79,8.1,0
13-56-08.880,1,-2.898,-0.303,1.153,-9.1,3.4,-341,18.8,-37.8,-25,-15.61,-3.23,6.4,0
13-56-08.886,1,-3.778,-0.115,1.164,-10.1,-0.7,-324.5,18.8,-37.8,-25,-15.67,-3.08,4.9,0
13-56-08.890,1,-4.977,0.394,1.161,-7.7,-0.5,-306.2,24.4,-37.3,-25.1,-15.63,-3.51,3.4,0
13-56-08.896,1,-5.979,0.68,1.152,-5.8,-0.4,-276.3,24.4,-37.3,-25.1,-15.59,-3.23,2,0
13-56-08.901,1,-6.405,0.744,1.201,-4.3,-0.8,-228.3,28,-36,-25.5,-15.54,-3.56,0.8,0
13-56-08.905,1,-6.713,0.928,1.127,-3,-0.5,-161.9,28,-36,-25.5,-15.42,-3.13,0,0
13-56-08.911,1,-6.239,1.56,1.138,-2.5,0,-92.6,31.2,-34.1,-25.9,-15.4,-3.28,-0.5,0
13-56-08.915,1,-3.296,-0.554,0.998,-3.2,-0.7,-31.2,31.2,-34.1,-25.9,-15.29,-2.64,-0.7,0
13-56-08.921,1,-5.686,-0.215,0.908,-3.7,-1.4,16.1,32.4,-32.7,-26.4,-15.31,-2.64,-0.7,0
13-56-08.925,1,-6.486,0.96,0.844,-3,-1.3,51.4,32.4,-32.7,-26.4,-15.2,-1.9,-0.5,0
13-56-08.930,1,-6.15,1.279,1.127,-2.2,-1.7,70.9,32.6,-32.9,-26.9,-15.22,-1.82,-0.1,0
13-56-08.934,1,-5.552,0.919,1.025,-1.1,0,93,32.6,-32.9,-26.9,-15.19,-1.02,0.2,0
13-56-08.940,1,-4.168,0.275,1.058,1.2,2.2,150.6,31.8,-33.5,-26.3,-15.2,-0.84,0.8,0
13-56-08.945,1,-2.926,-0.129,1.071,4.4,2.1,228.6,31.8,-33.5,-26.3,-15.03,0.1,1.8,0
13-56-08.949,1,-1.726,-0.24,0.625,6.7,-0.2,292.1,29.5,-34.6,-26,-14.99,0.46,3.2,0
13-56-08.957,1,-0.927,-0.802,1.01,7.8,-0.4,313.7,29.5,-34.6,-26,-14.83,1.51,4.7,0
13-56-08.959,1,-0.558,-0.479,0.969,7.1,-0.5,300.7,25.4,-36.3,-25.3,-14.75,1.9,6.1,0
13-56-08.965,1,0.865,-0.588,1.149,6.1,-3.5,288.3,25.4,-36.3,-25.3,-14.73,2.82,7.5,0
13-56-08.969,1,2.577,-1.19,1.624,6.5,-4.6,294.8,20.6,-36.6,-25.7,-14.62,3.17,9,0
13-56-08.975,1,2.722,-0.629,0.024,9.7,-3.7,301.9,20.6,-36.6,-25.7,-14.65,3.61,10.4,0
13-56-08.979,1,3.644,-0.755,-0.138,8.5,-1.6,290.4,16.8,-35.5,-26.3,-14.5,3.97,11.9,0
13-56-08.985,1,5.448,-0.993,-0.575,7.3,-2.8,266.9,16.8,-35.5,-26.3,-14.54,3.64,13.2,0
13-56-08.989,1,7.455,-1.69,0.935,8,-6.3,238.1,13.1,-33.6,-27.4,-14.42,3.92,14.4,0
13-56-08.995,1,8.129,-2.666,0.868,7.1,-4.4,201.3,13.1,-33.6,-27.4,-14.44,3.49,15.4,0
13-56-08.999,1,0.167,0.119,1.316,5.2,0.3,142.3,11.6,-32.9,-27.7,-14.36,3.68,16.2,0
13-56-09.005,1,2.461,0.46,1.313,2.2,4.2,55.5,11.6,-32.9,-27.7,-14.48,3.14,16.5,0
13-56-09.009,1,5.196,-0.494,0.402,1.8,-2.9,-6.8,10.9,-32.1,-28.1,-14.47,3.14,16.6,0
13-56-09.015,1,5.631,-1.721,0.351,0.8,-12.9,-1.1,10.9,-32.1,-28.1,-14.52,2.41,16.5,0
13-56-09.020,1,6.98,-2.468,0.911,1.5,-14.5,47.4,10.9,-32.1,-28.1,-14.5,2.38,16.7,0
13-56-09.024,1,6.911,-2.899,0.538,0.8,-4.3,45.5,10.9,-32.1,-28.1,-14.58,1.72,17,0
13-56-09.030,1,6.872,-2.571,0.437,-0.5,4.8,-40.6,10.6,-32.2,-27.7,-14.59,1.72,16.9,0
13-56-09.035,1,4.12,-1.93,0.991,-5.3,12.1,-167.5,10.6,-32.2,-27.7,-14.8,0.93,16.2,0
13-56-09.039,1,3.054,-1.636,0.992,-8,11.9,-293.5,10.6,-34.1,-27.3,-14.86,0.65,14.9,0
13-56-09.047,1,0.998,-1.518,1.485,-6.9,4.9,-376.7,10.6,-34.1,-27.3,-15.12,-0.4,13.2,0
13-56-09.050,1,-0.075,-1.23,1.06,-6.5,4.8,-416.6,12.8,-36.2,-26.3,-15.13,-0.92,11.2,0
13-56-09.056,1,-1.348,-0.678,0.696,-6.3,8.2,-428.9,12.8,-36.2,-26.3,-15.38,-1.99,9.2,0
13-56-09.060,1,-2.492,-1.218,1.172,-9.6,6,-427.2,17.3,-37.4,-25.8,-15.34,-2.52,7.1,0
13-56-09.064,1,-3.883,-0.542,1.209,-11.8,1.1,-423,17.3,-37.4,-25.8,-15.67,-2.71,5,0
13-56-09.070,1,-5.47,0.058,1.044,-9.6,0.4,-410.9,23.3,-37.2,-25.3,-15.62,-3.27,3,0
13-56-09.075,1,-6.1,0.403,1.032,-7,0,-377,23.3,-37.2,-25.3,-15.69,-3.16,1.2,0
13-56-09.081,1,-7.208,0.529,1.178,-5.6,0.2,-322,29.3,-34.7,-25.9,-15.62,-3.62,-0.3,0
13-56-09.085,1,-7.653,0.976,1.106,-5.3,1.3,-254.1,29.3,-34.7,-25.9,-15.53,-3.29,-1.7,0
13-56-09.090,1,-7.932,1.218,1.103,-4.8,1.1,-177,33.6,-31.5,-27.5,-15.5,-3.54,-2.6,0
13-56-09.096,1,-2.309,0.432,1.213,-4.1,0.2,-92.5,33.6,-31.5,-27.5,-15.41,-3.01,-3.2,0
13-56-09.100,1,-4.555,-0.827,0.957,-3.8,-0.9,-13.2,35,-29.4,-27.9,-15.42,-3.06,-3.3,0
13-56-09.106,1,-6.156,0.262,1.016,-3.6,-2.2,46.2,35,-29.4,-27.9,-15.31,-2.36,-3.2,0
13-56-09.110,1,-6.17,0.811,0.962,-2.3,-3.4,95,34.9,-29.4,-28.3,-15.34,-2.26,-2.8,0
13-56-09.116,1,-5.641,1.016,1.141,-0.4,-2.7,121.7,34.9,-29.4,-28.3,-15.36,-1.42,-2.2,0
13-56-09.121,1,-3.953,0.456,0.784,2.1,-0.2,152.8,34.5,-29.7,-28,-15.37,-1.23,-1.5,0
13-56-09.126,1,-2.993,-0.021,1.027,4.3,-0.1,211.8,34.5,-29.7,-28,-15.22,-0.29,-0.6,0
13-56-09.130,1,-2.22,-0.305,1.056,6.2,0.4,259.8,32.7,-31.7,-27.3,-15.2,0.03,0.6,0
13-56-09.136,1,-1.636,-0.326,0.978,7.2,1.6,284.7,32.7,-31.7,-27.3,-15.04,1.08,1.9,0
13-56-09.140,1,-0.798,-0.415,1.075,7.2,0.4,295.6,29.2,-34,-26.5,-14.97,1.46,3.3,0
13-56-09.145,1,-0.3,-0.63,1.16,6.6,-0.2,294.3,29.2,-34,-26.5,-14.88,2.44,4.7,0
13-56-09.151,1,0.154,-0.403,1.088,6.7,-0.9,289.1,26.1,-35.6,-26,-14.78,2.81,6.2,0
13-56-09.155,1,1.646,-0.664,1.081,6.5,-3.3,286.8,26.1,-35.6,-26,-14.73,3.55,7.5,0
13-56-09.161,1,3.173,-0.893,1.011,5.4,-3.9,290.9,21.3,-35.5,-26.5,-14.61,3.9,9,0
13-56-09.165,1,4.663,-1.396,1.687,7.3,-2.3,293.7,21.3,-35.5,-26.5,-14.61,3.87,10.4,0
13-56-09.170,1,6.087,-1.535,1.093,8.6,-1,274.3,17.3,-35,-27,-14.47,4.22,11.7,0
13-56-09.175,1,7.564,-1.743,0.835,6.2,-1.1,236.9,17.3,-35,-27,-14.49,3.86,12.9,0
13-56-09.181,1,8.13,-2.563,0.903,4.1,-0.8,191.8,14.9,-33.8,-27.5,-14.4,4.1,13.9,0
13-56-09.185,1,2.771,-0.834,1.084,3.5,-1.2,133.2,14.9,-33.8,-27.5,-14.46,3.6,14.6,0
13-56-09.191,1,2.702,0.085,1.12,3.5,-1.1,53,12.5,-33.4,-27.9,-14.42,3.69,15,0
13-56-09.195,1,3.945,-0.539,0.96,1.2,-3.3,-2.8,12.5,-33.4,-27.9,-14.58,3.03,15,0
13-56-09.201,1,5.918,-1.381,0.797,-1.6,-7.3,2.7,12.2,-33.1,-27.8,-14.59,2.99,15,0
13-56-09.206,1,6.29,-1.401,0.83,-0.3,-5.7,43.9,12.2,-33.1,-27.8,-14.54,2.36,15.2,0
13-56-09.210,1,6.479,-2.5,0.537,3.7,-1.9,41.2,12,-33.3,-27.6,-14.52,2.41,15.4,0
13-56-09.216,1,5.533,-2.291,0.661,2.5,0.6,-29.5,12,-33.3,-27.6,-14.63,1.7,15.4,0
13-56-09.220,1,4.648,-1.91,0.904,-3.6,5.7,-136.4,12,-34.1,-27.2,-14.66,1.59,14.8,0
13-56-09.226,1,2.862,-1.569,1.111,-7.8,7,-251.5,12,-34.1,-27.2,-14.91,0.67,13.7,0
13-56-09.230,1,0.605,-1.43,0.917,-8.2,5.9,-338.5,13.5,-35.5,-27.1,-14.96,0.28,12.2,0
13-56-09.236,1,-0.977,-0.914,1.94,-6.3,6.7,-380.6,13.5,-35.5,-27.1,-15.2,-0.78,10.4,0
13-56-09.240,1,-1.449,-0.767,0.917,-8.4,6.1,-391.6,17.7,-36.9,-25.9,-15.2,-1.26,8.5,0
13-56-09.246,1,-2.477,-0.639,1.205,-10.7,2.9,-394.9,17.7,-36.9,-25.9,-15.53,-1.98,6.6,0
13-56-09.250,1,-3.878,-0.195,1.1,-9.1,1.1,-386.8,21.8,-36.8,-26,-15.5,-2.49,4.7,0
13-56-09.256,1,-4.374,0.189,1.067,-7.7,0.4,-362.7,21.8,-36.8,-26,-15.71,-2.46,2.9,0
13-56-09.262,1,-5.565,0.525,1.161,-6.1,0,-322.1,27.1,-35.3,-26.7,-15.67,-2.91,1.3,0
13-56-09.266,1,-6.118,0.529,1.122,-4.9,0.9,-271.2,27.1,-35.3,-26.7,-15.59,-2.59,0,0
13-56-09.271,1,-6.714,0.731,1.142,-4.5,1.5,-211.7,30.9,-32.3,-27.7,-15.56,-2.89,-1,0
13-56-09.276,1,-7.069,0.766,1.149,-4.2,0.9,-146.6,30.9,-32.3,-27.7,-15.45,-2.41,-1.8,0
13-56-09.281,1,-5.203,0.868,1.151,-4,-0.5,-79.1,33.7,-30.2,-28.5,-15.45,-2.54,-2.3,0
13-56-09.285,1,-4.139,0.191,1.227,-3.8,-2.6,-17.5,33.7,-30.2,-28.5,-15.37,-1.9,-2.4,0
13-56-09.290,1,-6.684,0.652,1.001,-3.6,-6.4,24.6,35.3,-28.8,-28.9,-15.39,-1.91,-2.4,0
13-56-09.296,1,-7.008,1.025,1.154,-2.5,-10.6,58.7,35.3,-28.8,-28.9,-15.29,-1.22,-2.1,0
13-56-09.300,1,-6.687,1.267,1.096,-1.2,-7.3,87.4,34.9,-29,-28.8,-15.3,-1.16,-1.7,0
13-56-09.307,1,-5.161,0.737,1.147,0.8,3.4,134.2,34.9,-29,-28.8,-15.21,-0.33,-1.1,0
13-56-09.310,1,-2.858,0,1.072,3.6,6.6,218.7,33.7,-29.7,-28.5,-15.2,-0.04,-0.2,0
13-56-09.316,1,-1.735,-0.289,1.286,6.8,3.1,295.7,33.7,-29.7,-28.5,-15,1.03,1,0
13-56-09.320,1,-0.712,-0.503,1.022,8.8,2.9,326.9,31.6,-32.4,-27.3,-14.93,1.46,2.6,0
13-56-09.325,1,-0.079,-0.477,1.007,9.3,0.6,326.8,31.6,-32.4,-27.3,-14.75,2.53,4.2,0
13-56-09.330,1,1.431,-0.694,0.972,8.9,-1.5,322.3,27.7,-35,-26.3,-14.63,2.94,5.8,0
13-56-09.335,1,2.201,-0.932,0.971,8.2,-1.3,308,27.7,-35,-26.3,-14.61,3.61,7.3,0
13-56-09.340,1,3.114,-1.069,0.768,7.3,-2.5,284.5,22.5,-36.6,-26,-14.48,3.97,8.7,0
13-56-09.346,1,5.454,-1.49,1.049,5.8,-4.4,268.1,22.5,-36.6,-26,-14.54,3.73,10,0
13-56-09.350,1,6.98,-1.988,1.416,6.6,-3.8,248.6,18.8,-36.8,-26.2,-14.43,4.03,11.2,0
13-56-09.355,1,7.089,-2.203,1.292,8.6,-3.2,204.8,18.8,-36.8,-26.2,-14.48,3.65,12.3,0
13-56-09.360,1,8.129,-2.303,0.72,6.3,-1.3,145,15.9,-35.5,-26.9,-14.39,3.84,13.1,0
13-56-09.365,1,-0.347,0.221,1.141,3.8,-1,81.7,15.9,-35.5,-26.9,-14.5,3.27,13.5,0
13-56-09.370,1,2.695,0.219,1.136,2.3,0,18.5,14,-35.3,-27.2,-14.48,3.31,13.7,0
13-56-09.375,1,4.024,-0.6,0.941,0.3,-3.8,-11.9,14,-35.3,-27.2,-14.66,2.62,13.6,0
13-56-09.380,1,5.636,-1.702,0.816,-1.9,-11,-4.9,13.8,-34.9,-27,-14.67,2.56,13.6,0
13-56-09.385,1,5.303,-1.786,1.097,-0.9,-8.1,21.9,13.8,-34.9,-27,-14.63,1.88,13.7,0
13-56-09.391,1,4.723,-1.859,0.432,1.9,0.4,10.5,13.2,-35.2,-26.8,-14.62,1.89,13.8,0
13-56-09.395,1,5.003,-2.058,0.533,1.5,2.5,-59.4,13.2,-35.2,-26.8,-14.77,1.19,13.6,0
13-56-09.400,1,3.27,-1.725,1.601,-5,7.8,-159.5,13.4,-36.4,-26.6,-14.8,1.05,12.9,0
13-56-09.408,1,2.378,-1.433,1.195,-6.6,11,-258.4,13.4,-36.4,-26.6,-15.04,0.15,11.8,0
13-56-09.410,1,1.247,-0.823,0.414,-5.9,9.2,-320,15.7,-36.9,-26.2,-15.07,-0.19,10.3,0
13-56-09.415,1,0.495,-1.297,0.911,-9.6,5.5,-356.3,15.7,-36.9,-26.2,-15.35,-1.19,8.6,0
13-56-09.420,1,-1.141,-1.215,1.124,-10.3,2.8,-381.3,19.6,-37.7,-25.6,-15.35,-1.67,6.8,0
13-56-09.425,1,-3.45,-0.606,1.074,-8.3,2.9,-399.5,19.6,-37.7,-25.6,-15.64,-2.59,4.9,0
13-56-09.430,1,-5.236,0.018,1.145,-7.5,2.2,-400.3,24.8,-36.7,-26.1,-15.58,-3.12,3,0
13-56-09.435,1,-6.135,0.392,1.13,-6.8,1.2,-375.9,24.8,-36.7,-26.1,-15.73,-3.07,1.1,0
13-56-09.441,1,-7.086,0.696,1.106,-6.3,1.8,-325.3,30.3,-33.7,-26.9,-15.67,-3.52,-0.4,0
13-56-09.445,1,-7.585,1.002,1.131,-5.6,2,-253.4,30.3,-33.7,-26.9,-15.59,-3.2,-1.7,0
